
0.000000E0	8.011623E-2	2.383727E0		
1.668333E-2	8.024372E-2	2.371897E0	-7.584386E-1	
3.336667E-2	8.010126E-2	2.358421E0	-8.199090E-1	-4.929501E0
5.005000E-2	8.032658E-2	2.344540E0	-9.084226E-1	-5.411961E0
6.673333E-2	8.012252E-2	2.328110E0	-1.016109E0	-7.401703E0
8.341667E-2	8.049087E-2	2.310635E0	-1.140171E0	-6.759136E0
1.001000E-1	7.985254E-2	2.290066E0	-1.259829E0	-5.448699E0
1.167833E-1	7.993462E-2	2.268599E0	-1.312698E0	-5.992604E0
1.334667E-1	7.913864E-2	2.246266E0	-1.447775E0	-5.979583E0
1.501500E-1	7.708669E-2	2.220292E0	-1.541829E0	-3.359053E0
1.668333E-1	7.533371E-2	2.194820E0	-1.538321E0	-2.347554E0
1.835167E-1	7.379256E-2	2.168963E0	-1.616138E0	-4.778633E0
2.002000E-1	7.241087E-2	2.140895E0	-1.710975E0	-2.656611E0
2.168833E-1	6.725626E-2	2.111874E0	-1.707980E0	-1.659849E0
2.335667E-1	6.701900E-2	2.083905E0	-1.743658E0	-3.502300E0
2.502500E-1	6.828505E-2	2.053694E0	-1.843849E0	-3.342805E0
2.669333E-1	6.627811E-2	2.022382E0	-1.857733E0	-1.471529E0
2.836167E-1	6.756878E-2	1.991707E0	-1.877275E0	-2.698141E0
3.003000E-1	6.246213E-2	1.959744E0	-1.955816E0	-2.322765E0
3.169833E-1	6.226197E-2	1.926448E0	-1.965052E0	5.723355E-1
3.336667E-1	6.013666E-2	1.894176E0	-1.923762E0	-6.041228E-1
3.503500E-1	5.713226E-2	1.862259E0	-1.977389E0	-2.005112E0
3.670333E-1	5.595661E-2	1.828198E0	-2.014417E0	-3.851370E-1
3.837167E-1	5.612034E-2	1.795044E0	-1.975033E0	-1.949413E-1
4.004000E-1	5.237647E-2	1.762297E0	-2.014017E0	-1.913185E0
4.170833E-1	4.977201E-2	1.727843E0	-2.056474E0	-9.876220E-1
4.337667E-1	5.043460E-2	1.693680E0	-2.038496E0	-1.077819E0
4.504500E-1	5.100393E-2	1.659825E0	-2.083308E0	-2.611335E0
4.671333E-1	5.015405E-2	1.624167E0	-2.141775E0	-2.193348E0
4.838167E-1	5.030431E-2	1.588361E0	-2.149539E0	-8.663591E-1
5.005000E-1	4.878531E-2	1.552444E0	-2.168757E0	-2.874621E0
5.171833E-1	4.973676E-2	1.515997E0	-2.241388E0	6.129252E0
5.338667E-1	5.009679E-2	1.477656E0	-2.018202E0	-2.974083E0
5.505500E-1	4.965098E-2	1.448657E0	-2.188232E0	-7.572898E0
5.672333E-1	5.324256E-2	1.404642E0	-2.464301E0	-6.235168E0
5.839167E-1	5.407570E-2	1.366431E0	-2.283306E0	2.312332E0
6.006000E-1	5.218130E-2	1.328456E0	-2.393260E0	2.578856E0
6.172833E-1	4.391482E-2	1.286576E0	-2.266522E0	5.701484E0
6.339667E-1	4.288380E-2	1.252829E0	-2.104924E0	2.447568E0
6.506500E-1	4.608579E-2	1.216342E0	-2.236140E0	-5.541820E0
6.673333E-1	4.565551E-2	1.178217E0	-2.291252E0	-2.108760E0
6.840167E-1	4.346688E-2	1.139890E0	-2.300733E0	1.448665E0
7.007000E-1	4.141811E-2	1.101449E0	-2.250672E0	1.522001E0
7.173833E-1	4.011941E-2	1.064793E0	-2.229552E0	-4.474115E-1
7.340667E-1	3.725856E-2	1.027056E0	-2.279919E0	-1.215430E-1
7.507500E-1	3.528258E-2	9.887194E-1	-2.242099E0	1.318806E0
7.674333E-1	3.322706E-2	9.522450E-1	-2.213507E0	-3.374109E-1
7.841167E-1	2.912349E-2	9.148621E-1	-2.265563E0	-1.055055E0
8.008000E-1	2.626141E-2	8.766507E-1	-2.256725E0	9.866578E-1
8.174833E-1	2.530513E-2	8.395627E-1	-2.219922E0	-9.636722E-1
8.341667E-1	2.371352E-2	8.025793E-1	-2.283294E0	-2.212532E0
8.508500E-1	1.935763E-2	7.633768E-1	-2.317772E0	7.713850E-1
8.675333E-1	1.709163E-2	7.252430E-1	-2.244759E0	1.046524E0
8.842167E-1	1.443098E-2	6.884767E-1	-2.266725E0	-7.722502E-1
9.009000E-1	1.261140E-2	6.496099E-1	-2.298781E0	1.260910E0
9.175833E-1	9.779510E-3	6.117740E-1	-2.214464E0	1.479543E0
9.342667E-1	7.983950E-3	5.757206E-1	-2.228873E0	-2.646321E0
9.509500E-1	5.414197E-3	5.374039E-1	-2.325641E0	-3.838394E0
9.676333E-1	1.307691E-3	4.981217E-1	-2.355407E0	2.291428E0
9.843167E-1	-7.614321E-3	4.588119E-1	-2.259156E0	3.139237E0
1.001000E0	-1.161729E-2	4.227412E-1	-2.215214E0	
1.017683E0	-1.515236E-2	3.848976E-1		
