
0.000000E0	8.986635E-3	2.061867E0		
1.668333E-2	9.507732E-3	2.050015E0	-7.558613E-1	
3.336667E-2	9.145170E-3	2.036646E0	-8.017154E-1	-2.775307E0
5.005000E-2	9.740415E-3	2.023265E0	-8.370740E-1	-3.322402E0
6.673333E-2	9.338509E-3	2.008716E0	-9.162097E-1	-6.012568E0
8.341667E-2	8.676711E-3	1.992694E0	-1.034690E0	-4.306259E0
1.001000E-1	9.200426E-3	1.974192E0	-1.079101E0	-3.669111E0
1.167833E-1	8.870309E-3	1.956688E0	-1.126852E0	-4.832754E0
1.334667E-1	6.713136E-3	1.936592E0	-1.259033E0	-7.579063E0
1.501500E-1	6.128533E-3	1.914678E0	-1.375383E0	-3.581547E0
1.668333E-1	5.629472E-3	1.890700E0	-1.394520E0	-2.469879E0
1.835167E-1	3.087840E-3	1.868148E0	-1.426141E0	-3.707602E0
2.002000E-1	7.950428E-4	1.843115E0	-1.539929E0	-4.256620E0
2.168833E-1	-7.949379E-4	1.816765E0	-1.570148E0	-2.970389E0
2.335667E-1	-3.834335E-3	1.790724E0	-1.622031E0	-3.634016E0
2.502500E-1	-3.263421E-3	1.762644E0	-1.706809E0	-3.964261E0
2.669333E-1	-5.614190E-3	1.733774E0	-1.749597E0	-4.118910E0
2.836167E-1	-6.081878E-3	1.704265E0	-1.836632E0	-5.559141E0
3.003000E-1	-6.248819E-3	1.672491E0	-1.945851E0	-5.470260E0
3.169833E-1	-5.572232E-3	1.639339E0	-2.017000E0	-4.169518E0
3.336667E-1	-5.547064E-3	1.605191E0	-2.082498E0	-4.372028E0
3.503500E-1	-6.805000E-3	1.569853E0	-2.162479E0	-3.423737E0
3.670333E-1	-4.924974E-3	1.533036E0	-2.204613E0	-1.823976E0
3.837167E-1	-4.039276E-3	1.496292E0	-2.214643E0	-2.334514E0
4.004000E-1	-3.102310E-3	1.459141E0	-2.278875E0	-2.991816E0
4.170833E-1	-3.955489E-3	1.420254E0	-2.328004E0	-1.149405E0
4.337667E-1	-6.601433E-4	1.381463E0	-2.310984E0	-9.383292E-1
4.504500E-1	-6.486377E-4	1.343144E0	-2.348338E0	-1.500660E0
4.671333E-1	-1.548965E-3	1.303107E0	-2.380536E0	2.101755E-1
4.838167E-1	-3.053708E-4	1.263713E0	-2.332562E0	3.422428E-1
5.005000E-1	3.346096E-4	1.225277E0	-2.356196E0	-1.903391E0
5.171833E-1	-1.259668E-3	1.185095E0	-2.414298E0	2.915888E-1
5.338667E-1	-3.813976E-3	1.144720E0	-2.350569E0	7.367587E0
5.505500E-1	-2.182214E-3	1.106664E0	-2.164444E0	-2.540649E0
5.672333E-1	-7.823382E-3	1.072500E0	-2.366434E0	-7.729333E0
5.839167E-1	-1.138694E-2	1.027704E0	-2.549415E0	-6.008618E0
6.006000E-1	-1.113622E-2	9.874342E-1	-2.474044E0	-2.178270E0
6.172833E-1	-1.085642E-2	9.451536E-1	-2.643142E0	-7.066498E-1
6.339667E-1	1.370032E-2	8.992414E-1	-2.549094E0	3.955510E0
6.506500E-1	-7.413615E-3	8.600988E-1	-2.426215E0	9.905046E-1
6.673333E-1	-1.081808E-2	8.182867E-1	-2.560179E0	-4.679151E0
6.840167E-1	-1.253785E-2	7.746742E-1	-2.589805E0	7.335958E-1
7.007000E-1	-1.393889E-2	7.318735E-1	-2.526596E0	7.904409E-1
7.173833E-1	-1.405237E-2	6.903701E-1	-2.547288E0	-1.044780E0
7.340667E-1	-1.542257E-2	6.468790E-1	-2.586885E0	7.586759E-2
7.507500E-1	-1.538220E-2	6.040544E-1	-2.535085E0	1.094071E0
7.674333E-1	-1.565266E-2	5.622916E-1	-2.539030E0	-9.355249E-1
7.841167E-1	-1.708345E-2	5.193354E-1	-2.580284E0	-6.965062E-1
8.008000E-1	-1.826308E-2	4.761962E-1	-2.562107E0	7.834142E-1
8.174833E-1	-1.916251E-2	4.338464E-1	-2.545581E0	-3.768730E-1
8.341667E-1	-1.952366E-2	3.912586E-1	-2.576677E0	-1.272387E0
8.508500E-1	-1.847362E-2	3.478713E-1	-2.594711E0	1.328213E-1
8.675333E-1	-2.039427E-2	3.046818E-1	-2.569835E0	-1.409585E-1
8.842167E-1	-2.262813E-2	2.621244E-1	-2.589353E0	-5.074567E-1
9.009000E-1	-2.272635E-2	2.182837E-1	-2.603883E0	8.102366E-2
9.175833E-1	-2.396025E-2	1.752416E-1	-2.575020E0	-4.790013E0
9.342667E-1	-4.432460E-2	1.323639E-1	-2.741267E0	-3.665286E0
9.509500E-1	-3.531201E-3	8.377461E-2	-2.767619E0	3.504696E0
9.676333E-1	-4.771665E-3	4.001764E-2	-2.566533E0	7.490373E0
9.843167E-1	-4.673071E-3	-1.862031E-3	-2.520800E0	
1.001000E0	-5.326650E-3	-4.409305E-2		
